samplename_barcode,input,filtered,denoisedF,denoisedR,merged,nonchim
S1_its,5678,1424,1385,1378,1311,1311
S2_its,4119,2284,1345,1341,1294,1294
S1_rps10,4827,1394,2284,2274,2269,2269
S2_rps10,4987,1987,1985,1985,1984,1984
